Number Of Executions, Total Milliseconds,  Milliseconds per execution, Type
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Mule (embedded)).as(default)"
     1,     62,    62,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.163.html)"
     1,     52,    52,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, consultaPedidoFabrica_properties.html)"
     1,     45,    45,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.196.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@4cabf25.as(iqi.48ff58e3-f75b-43d8-90db-229613830a5e)
     1,     59,    59,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, confirmacionImpronta_properties.html)"
     1,     54,    54,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, bolsa_feria_properties.html)"
     1,    184,   184,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.408.html)"
     1,     58,    58,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.342.html)"
     1,     43,    43,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, AdministracionCentrosOperaciones_properties.html)"
     1,     43,    43,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.234.html)"
     1,     38,    38,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, DocuPagosMsg_properties.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(2ff09db7-375c-4f19-87f1-50c62be92591)"
     1,    130,   130,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.287.html)"
     1,     58,    58,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.392.html)"
    36,     35,     0,97, TechnologyTag.performParameterized
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@690a8b71.as(iqi.cf278276-58a2-4f45-80a8-a1774265ee12)
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,SQLite Driver).as(default)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(fdb5cd09-6cc6-47eb-a1b3-42f3b65d86f4)"
     1,     39,    39,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.170.html)"
     1,     61,    61,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.368.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,3scale (embedded)).as(default)"
     1,    691,   691,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.3.html)"
     1,    153,   153,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.365.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,BeanInject (embedded)).as(default)"
     1,     52,    52,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, listaPreciosRepuesto_properties.html)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Commons Validator (embedded)).as(default)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@37fca51f.as(iqi.3e789f10-39a8-4f86-abb5-e9890d3a567d)
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@50b050da.as(iqi.e239f4fc-513a-4b87-b8bb-088d8a1812a2)
     1,     89,    89,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.94.html)"
     1,     87,    87,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.141.html)"
     1,     52,    52,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, gestionEmpresaMsj_properties.html)"
     1,     23,    23,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.138.html)"
     1,     38,    38,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.251.html)"
     1,     55,    55,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, reactivarOT_properties.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@13f4af5e.as(iqi.e89e0c0d-e8e5-48bb-b380-6c9a202cbe71)
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(e12e14bf-cbaf-4286-b0da-17db3d1a4d86)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(afaea110-e177-43d0-b26f-7ce9a14493b5)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Syringe (embedded)).as(default)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@3b4a5a8f.as(iqi.5b55de7e-3fb7-4e1e-aa68-2f3f6e8071b2)
     1,     99,    99,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, cotizaciones_properties.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,SwarmCache (embedded)).as(default)"
     1,     64,    64,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.282.html)"
     1,     27,    27,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, valorizacionAf_properties.html)"
     1,     92,    92,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, diagnosticoEstandar_properties.html)"
 87582,  28298,     0,32, "FileService.createByFilePath(parentFile, filePath)"
     1,     66,    66,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, toddlist_en_properties.html)"
     1,     57,    57,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, agregarEvidencias_properties.html)"
     1,    110,   110,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, DataBase_java.html)"
     1,     67,    67,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, IfxDataSource_java.html)"
     1,     57,    57,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.401.html)"
     1,     54,    54,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, razonSuspension_properties.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Iroh (embedded)).as(default)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(2bae7c5c-a4a4-4558-957a-55a43c40dd5e)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,LiferayFaces (embedded)).as(default)"
     1,     52,    52,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, reporteEC_properties.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Snippetory Template Engine (embedded)).as(default)"
     1,     14,    14,00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.RMIServiceModel).as(default)
     1,     59,    59,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, administrarTiposEvidencia_properties.html)"
     1,     38,    38,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.146.html)"
     1,     45,    45,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, origenMaquina_properties.html)"
     1,     36,    36,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.106.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Flume (embedded)).as(default)"
     1,     73,    73,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.192.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(668f0056-e9e2-4992-a4e2-7479bd9ff1a2)"
     1,     97,    97,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, crearAveriaSimpleMsj_properties.html)"
   200,     37,     0,19, GraphService.findAllByProperty(ClassificationModel-classification)
     1,    100,   100,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.122.html)"
   168,     34,     0,20, projectModelToOrganizations
     1,     94,    94,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, vehiculoAGas_properties.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(1131972c-4086-4949-bd2c-2b2de75b72a6)"
     1,    304,   304,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.200.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(c4e8ad48-d1d6-49fa-aa2a-3f779be900ee)"
     1,  35398, 35398,00, "FreeMarkerIterationOperation.render(/reports/templates/java_application.ftl, ApplicationDetails_SIGRU_ear.html)"
     1,     34,    34,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.395.html)"
     1,     59,    59,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, reimprimirCartaImpuestos_properties.65.html)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Kibana (embedded)).as(default)"
     1,     66,    66,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.255.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@347c1246.as(iqi.674497b8-b9ec-4b33-9c0d-5361ebc0f11b)
     1,     48,    48,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.145.html)"
     2,      2,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Liferay (embedded)).as(default)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,EclipseLink (embedded)).as(default)"
     1,     62,    62,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, diagnosticoEmbrague_properties.html)"
     1,     29,    29,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, tipoFreno_properties.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@51cc7b26.as(iqi.564f20ea-233f-4feb-9adc-5f88ecc556f5)
     1,    118,   118,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, serviciospublicos_properties.html)"
     1,     42,    42,00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(rootTagName,EQUALS,jboss).has(fileName,EQUALS,jboss.xml).as(default)"
     1,     55,    55,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, reporteControlados_properties.html)"
     1,     53,    53,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, SofaLocalMsj_properties.24.html)"
     1,     54,    54,00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.JsFileModel).as(default)
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(ba954227-49f2-490a-9797-9c9fc7212ed7)"
     1,      5,     5,00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.HtmlFileModel).as(default)
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(653b22a9-0b5b-422f-99ea-86aa4662ad10)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(c09415e1-2e8d-4a48-99c7-3fb21b900eec)"
     1,    104,   104,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.101.html)"
     1,     52,    52,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, DaoFactory_java.html)"
     1,     44,    44,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, AdministracionCompanias_properties.html)"
     2,      1,     0,50, Query.fromType(org.jboss.windup.rules.apps.javaee.model.SpringBeanModel).as(default)
     1,     48,    48,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, WebServiceConsultaImpresionSoatSoapProxy_java.html)"
     1,    118,   118,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, lineaFabrica_properties.html)"
     1,     56,    56,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, respuestaCargueFondo_properties.html)"
     1,     25,    25,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.367.html)"
     1,     29,    29,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.285.html)"
  2692,     97,     0,04, getTechnologyTagsForFile
     1,     39,    39,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.340.html)"
     1,     42,    42,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, consultarReclamoProcesoFabrica_properties.html)"
734400,   1866,     0,00, FilePathComparator
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(17abca11-24aa-4a5f-82c5-80a98d737d02)"
     1,    108,   108,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, plantillaResp_properties.21.html)"
     1,     61,    61,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, confirmacionDespacho_properties.html)"
     1,     61,    61,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, RenderableShape_java.html)"
     1,     67,    67,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, competencias_properties.html)"
     1,    108,   108,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, caracteresEspeciales_properties.43.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(ee84f1b0-4ab7-4db6-8604-861061129dea)"
     1,     52,    52,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.64.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JSilver (embedded)).as(default)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Everit JTA (embedded)).as(default)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Spring Messaging Client (embedded)).as(default)"
     1,     59,    59,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.198.html)"
     1,    125,   125,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.424.html)"
     1,     51,    51,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, reporteNetosResumido_properties.html)"
     1,     37,    37,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, transaccionesTab_xhtml.html)"
     1,    241,   241,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pedidoRepuesto_properties.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Memcached client (embedded)).as(default)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@5d46e538.as(iqi.b2748b6a-0027-4253-bd4a-13f3659c231b)
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,DbUnit (embedded)).as(default)"
     1,    134,   134,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, diagnosticoRuido_properties.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(1868bb5a-0aeb-4828-be59-44ccd6a324d3)"
     1,     44,    44,00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(rootTagName,EQUALS,weblogic-ejb-jar).as(default)"
     1,     72,    72,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, crearSolicitud_properties.html)"
